Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Delayed
2000,10,13,5,943.0,943,1105.0,1111,AS,151,N746AS,82.0,88.0,72.0,-6.0,0.0,OTZ,ANC,549,3,7,0,,0,,,,,,N
2000,1,28,5,1227.0,1230,1326.0,1338,UA,1863,N992UA,119.0,128.0,99.0,-12.0,-3.0,PHL,ORD,678,9,11,0,,0,,,,,,N
2000,3,30,4,1035.0,1040,1226.0,1235,US,257,N613AU,111.0,115.0,81.0,-9.0,-5.0,LGA,CLT,544,14,16,0,,0,,,,,,N
2000,2,11,5,902.0,905,956.0,958,NW,1030,N927RC,54.0,53.0,36.0,-2.0,-3.0,MEM,JAN,189,3,15,0,,0,,,,,,N
2000,6,4,7,1130.0,1130,1330.0,1330,WN,1721,N330,120.0,120.0,100.0,0.0,0.0,SEA,OAK,671,5,15,0,,0,,,,,,N
2000,5,16,2,1215.0,1215,1317.0,1320,WN,894,N604,62.0,65.0,52.0,-3.0,0.0,ONT,SJC,333,2,8,0,,0,,,,,,N
2000,12,3,7,1822.0,1825,1941.0,1948,NW,657,N774NC,79.0,83.0,59.0,-7.0,-3.0,MKE,MSP,297,4,16,0,,0,,,,,,N
2000,7,7,5,1219.0,1221,1437.0,1444,UA,1580,N586UA,78.0,83.0,59.0,-7.0,-2.0,DEN,OMA,472,4,15,0,,0,,,,,,N
2000,8,17,4,557.0,600,818.0,832,AA,1913,N262AA,201.0,212.0,172.0,-14.0,-3.0,EWR,DFW,1372,20,9,0,,0,,,,,,N
2000,10,13,5,712.0,718,925.0,930,UA,1201,N431UA,253.0,252.0,214.0,-5.0,-6.0,LGA,DEN,1619,9,30,0,,0,,,,,,N
2000,9,3,7,2036.0,2040,2152.0,2152,NW,1299,N204US,136.0,132.0,113.0,0.0,-4.0,MSP,COS,725,6,17,0,,0,,,,,,N
2000,9,8,5,,1221,,1335,AA,1372,UNKNOW,,74.0,,,,MSP,ORD,334,0,0,1,,0,,,,,,N
2000,9,17,7,1101.0,1105,1338.0,1345,DL,2471,N238WA,157.0,160.0,136.0,-7.0,-4.0,EWR,MCO,938,8,13,0,,0,,,,,,N
2000,9,5,2,1856.0,1900,1955.0,2000,HP,734,N332AW,59.0,60.0,45.0,-5.0,-4.0,SNA,LAS,226,5,9,0,,0,,,,,,N
2000,10,10,2,1228.0,1230,1440.0,1454,DL,2033,N985DL,132.0,144.0,111.0,-14.0,-2.0,EWR,ATL,745,6,15,0,,0,,,,,,N
2000,8,8,2,1114.0,1115,1449.0,1449,UA,406,N577UA,155.0,154.0,134.0,0.0,-1.0,SEA,DEN,1024,6,15,0,,0,,,,,,N
2000,7,10,1,620.0,625,718.0,728,US,1652,N935VJ,58.0,63.0,45.0,-10.0,-5.0,ATL,CLT,227,4,9,0,,0,,,,,,N
2000,11,29,3,1036.0,1045,1119.0,1140,NW,1428,N8908E,43.0,55.0,32.0,-21.0,-9.0,JAN,MEM,189,2,9,0,,0,,,,,,N
2000,10,4,3,1842.0,1845,1952.0,2004,NW,1568,N8911E,70.0,79.0,56.0,-12.0,-3.0,OKC,MEM,432,5,9,0,,0,,,,,,N
2000,7,9,7,1632.0,1635,1803.0,1815,DL,1684,N947WP,91.0,100.0,65.0,-12.0,-3.0,SLC,COS,410,6,20,0,,0,,,,,,N
2000,9,12,2,1050.0,1050,1154.0,1155,WN,1744,N92,64.0,65.0,55.0,-1.0,0.0,SAN,PHX,304,4,5,0,,0,,,,,,N
2000,9,4,1,1730.0,1730,1825.0,1834,DL,2239,N225DL,55.0,64.0,39.0,-9.0,0.0,ATL,TLH,223,5,11,0,,0,,,,,,N
2000,8,16,3,802.0,802,858.0,859,AA,1283,N286AA,176.0,177.0,149.0,-1.0,0.0,DFW,SNA,1205,7,20,0,,0,,,,,,N
2000,4,25,2,1505.0,1510,1617.0,1618,AA,746,N489AA,72.0,68.0,41.0,-1.0,-5.0,SAT,DFW,247,19,12,0,,0,,,,,,N
2000,2,8,2,1006.0,1010,1151.0,1202,UA,2757,N379UA,105.0,112.0,88.0,-11.0,-4.0,DEN,PHX,602,5,12,0,,0,,,,,,N
2000,3,1,3,618.0,620,847.0,907,DL,667,N695DA,149.0,167.0,129.0,-20.0,-2.0,LGA,MCO,950,5,15,0,,0,,,,,,N
2000,5,12,5,754.0,755,1000.0,1007,UA,91,N424UA,306.0,312.0,280.0,-7.0,-1.0,MCO,LAX,2217,9,17,0,,0,,,,,,N
2000,4,4,2,1137.0,1140,1304.0,1310,UA,1227,N158UA,207.0,210.0,186.0,-6.0,-3.0,IAD,DEN,1452,4,17,0,,0,,,,,,N
2000,1,4,2,814.0,815,1140.0,1142,AA,1547,N210AA,206.0,207.0,173.0,-2.0,-1.0,BOS,MCO,1121,13,20,0,,0,,,,,,N
2000,3,28,2,2105.0,2105,2216.0,2225,DL,899,N538DA,191.0,200.0,166.0,-9.0,0.0,CVG,ABQ,1240,9,16,0,,0,,,,,,N
2000,6,21,3,1455.0,1455,1518.0,1525,WN,854,N130,83.0,90.0,74.0,-7.0,0.0,DTW,STL,440,2,7,0,,0,,,,,,N
2000,12,29,5,850.0,850,938.0,955,WN,76,N680,108.0,125.0,97.0,-17.0,0.0,PHX,SJC,621,3,8,0,,0,,,,,,N
2000,2,1,2,729.0,730,858.0,904,DL,793,N385DA,89.0,94.0,71.0,-6.0,-1.0,MSY,DFW,448,8,10,0,,0,,,,,,N
2000,3,3,5,859.0,900,1021.0,1110,NW,929,N162US,262.0,310.0,237.0,-49.0,-1.0,DTW,SFO,2079,5,20,0,,0,,,,,,N
2000,6,2,5,555.0,600,709.0,712,US,121,N715UW,74.0,72.0,60.0,-3.0,-5.0,JAX,CLT,329,4,10,0,,0,,,,,,N
2000,5,11,4,1308.0,1310,1549.0,1600,NW,756,N547US,101.0,110.0,70.0,-11.0,-2.0,MSP,DTW,528,9,22,0,,0,,,,,,N
2000,4,24,1,1840.0,1845,2109.0,2115,NW,412,N9338,149.0,150.0,126.0,-6.0,-5.0,DFW,MSP,852,11,12,0,,0,,,,,,N
2000,1,23,7,858.0,900,1012.0,1029,US,6404,N340US,74.0,89.0,54.0,-17.0,-2.0,DCA,BOS,399,6,14,0,,0,,,,,,N
2000,12,3,7,1820.0,1820,1838.0,1840,WN,1711,N647,78.0,80.0,66.0,-2.0,0.0,PHX,BUR,369,3,9,0,,0,,,,,,N
2000,11,16,4,700.0,700,845.0,845,WN,261,N771,165.0,165.0,155.0,0.0,0.0,TPA,AUS,928,2,8,0,,0,,,,,,N
2000,4,22,6,1825.0,1830,2008.0,2018,DL,1781,N982DL,103.0,108.0,83.0,-10.0,-5.0,ORF,ATL,516,10,10,0,,0,,,,,,N
2000,2,18,5,736.0,737,911.0,931,AA,1932,N058AA,155.0,174.0,136.0,-20.0,-1.0,SJU,MIA,1045,8,11,0,,0,,,,,,N
2000,5,9,2,1938.0,1940,2041.0,2051,UA,1068,N348UA,63.0,71.0,53.0,-10.0,-2.0,ABQ,DEN,349,4,6,0,,0,,,,,,N
2000,1,7,5,826.0,830,920.0,926,AS,468,N713AS,54.0,56.0,44.0,-6.0,-4.0,GEG,SEA,224,3,7,0,,0,,,,,,N
2000,3,9,4,2236.0,2240,2328.0,2333,DL,1642,N311WA,52.0,53.0,39.0,-5.0,-4.0,ABQ,ELP,223,3,10,0,,0,,,,,,N
2000,8,7,1,701.0,705,824.0,832,HP,259,N316AW,83.0,87.0,71.0,-8.0,-4.0,SMF,SNA,404,5,7,0,,0,,,,,,N
2000,9,16,6,1524.0,1530,1758.0,1808,NW,484,N342NW,154.0,158.0,131.0,-10.0,-6.0,DTW,TPA,983,4,19,0,,0,,,,,,N
2000,10,24,2,917.0,918,1011.0,1012,AA,1093,N2ALAA,54.0,54.0,36.0,-1.0,-1.0,DFW,OKC,175,4,14,0,,0,,,,,,N
2000,11,8,3,1330.0,1330,1438.0,1440,WN,1702,N600,68.0,70.0,53.0,-2.0,0.0,OAK,LAX,337,7,8,0,,0,,,,,,N
2000,8,30,3,1933.0,1935,2123.0,2139,CO,1605,N27610,170.0,184.0,152.0,-16.0,-2.0,CLE,AUS,1174,3,15,0,,0,,,,,,N
2000,7,29,6,1845.0,1845,1949.0,1950,WN,289,N662,64.0,65.0,56.0,-1.0,0.0,RNO,LAS,345,3,5,0,,0,,,,,,N
2000,7,25,2,1555.0,1600,1741.0,1800,CO,1526,N16807,106.0,120.0,90.0,-19.0,-5.0,MCI,IAH,643,6,10,0,,0,,,,,,N
2000,8,23,3,1454.0,1455,1635.0,1648,DL,1460,N375DL,101.0,113.0,84.0,-13.0,-1.0,CVG,ALB,623,5,12,0,,0,,,,,,N
2000,9,17,7,920.0,920,1102.0,1115,WN,245,N751,222.0,235.0,207.0,-13.0,0.0,MCI,SEA,1489,5,10,0,,0,,,,,,N
2000,8,12,6,1926.0,1930,2028.0,2033,US,280,N852US,62.0,63.0,52.0,-5.0,-4.0,LEX,PIT,289,6,4,0,,0,,,,,,N
2000,11,16,4,629.0,630,732.0,740,DL,1821,N3731T,63.0,70.0,42.0,-8.0,-1.0,BOS,LGA,185,2,19,0,,0,,,,,,N
2000,10,13,5,,843,,1020,TW,591,UNKNOW,,97.0,,,,STL,MSP,449,0,0,1,,0,,,,,,N
2000,7,19,3,1020.0,1020,1120.0,1125,WN,251,N331,60.0,65.0,45.0,-5.0,0.0,STL,LIT,296,3,12,0,,0,,,,,,N
2000,8,4,5,,2045,,2252,NW,452,N343NW,,127.0,,,,MEM,MSP,700,0,0,1,,0,,,,,,N
2000,3,18,6,1329.0,1330,1439.0,1443,US,6481,N928VJ,70.0,73.0,43.0,-4.0,-1.0,LGA,IAD,229,6,21,0,,0,,,,,,N
2000,1,27,4,1630.0,1630,1937.0,1950,WN,1646,N369,127.0,140.0,118.0,-13.0,0.0,ABQ,STL,934,2,7,0,,0,,,,,,N
2000,2,22,2,1655.0,1655,1801.0,1802,US,1643,N227AU,126.0,127.0,102.0,-1.0,0.0,CLT,ORD,599,10,14,0,,0,,,,,,N
2000,12,4,1,1330.0,1334,1459.0,1508,HP,2234,N168AW,89.0,94.0,76.0,-9.0,-4.0,SLC,PHX,507,5,8,0,,0,,,,,,N
2000,4,4,2,740.0,745,1120.0,1144,CO,1042,N59302,160.0,179.0,137.0,-24.0,-5.0,IAH,BWI,1235,6,17,0,,0,,,,,,N
2000,6,10,6,1609.0,1610,1721.0,1722,US,827,N853US,72.0,72.0,54.0,-1.0,-1.0,PIT,RDU,328,6,12,0,,0,,,,,,N
2000,9,5,2,1700.0,1700,1744.0,1745,WN,2090,N713,44.0,45.0,34.0,-1.0,0.0,DAL,OKC,181,2,8,0,,0,,,,,,N
2000,9,3,7,,1035,,1237,NW,490,N89S,,122.0,,,,ATL,DTW,594,0,0,1,,0,,,,,,N
2000,10,29,7,725.0,730,803.0,807,NW,1861,N9342,98.0,97.0,73.0,-4.0,-5.0,LAN,MSP,455,11,14,0,,0,,,,,,N
2000,11,26,7,1135.0,1139,1200.0,1200,HP,2836,N164AW,85.0,81.0,62.0,0.0,-4.0,PHX,LGB,355,5,18,0,,0,,,,,,N
2000,8,30,3,1634.0,1635,1738.0,1743,NW,1423,N8909E,64.0,68.0,49.0,-5.0,-1.0,MEM,BTR,319,4,11,0,,0,,,,,,N
2000,7,28,5,610.0,610,659.0,710,DL,608,N902DL,49.0,60.0,35.0,-11.0,0.0,CAE,ATL,191,4,10,0,,0,,,,,,N
2000,1,24,1,1405.0,1410,1702.0,1705,DL,1139,N989DL,117.0,115.0,96.0,-3.0,-5.0,ORD,ATL,606,5,16,0,,0,,,,,,N
2000,4,23,7,1310.0,1310,1432.0,1445,WN,633,N612,82.0,95.0,72.0,-13.0,0.0,RDU,MCO,534,5,5,0,,0,,,,,,N
2000,6,1,4,2219.0,2220,636.0,636,UA,168,N503UA,317.0,316.0,290.0,0.0,-1.0,LAX,BOS,2611,2,25,0,,0,,,,,,N
2000,12,15,5,1415.0,1415,1632.0,1635,WN,853,N524,77.0,80.0,67.0,-3.0,0.0,ELP,AUS,528,4,6,0,,0,,,,,,N
2000,3,5,7,1332.0,1337,1502.0,1505,AA,2874,NR51AA,90.0,88.0,70.0,-3.0,-5.0,SAN,RNO,488,8,12,0,,0,,,,,,N
2000,5,24,3,710.0,715,838.0,854,DL,604,N949DL,148.0,159.0,126.0,-16.0,-5.0,JAX,DFW,919,6,16,0,,0,,,,,,N
2000,7,7,5,1601.0,1605,1727.0,1730,US,294,N881US,86.0,85.0,69.0,-3.0,-4.0,PIT,HPN,345,5,12,0,,0,,,,,,N
2000,8,13,7,1159.0,1200,1421.0,1434,AA,3,N306AA,322.0,334.0,292.0,-13.0,-1.0,JFK,LAX,2475,9,21,0,,0,,,,,,N
2000,10,31,2,1718.0,1720,1825.0,1825,NW,1114,N604NW,67.0,65.0,41.0,0.0,-2.0,DTW,BUF,240,16,10,0,,0,,,,,,N
2000,9,3,7,1320.0,1320,1507.0,1520,WN,1168,N610,107.0,120.0,97.0,-13.0,0.0,BNA,AUS,756,4,6,0,,0,,,,,,N
2000,9,8,5,751.0,755,822.0,834,US,1803,N866US,31.0,39.0,21.0,-12.0,-4.0,GSP,CLT,75,3,7,0,,0,,,,,,N
2000,10,8,7,1757.0,1800,1937.0,1941,US,6533,N340US,100.0,101.0,84.0,-4.0,-3.0,BOS,DCA,399,3,13,0,,0,,,,,,N
2000,11,18,6,1940.0,1945,2121.0,2129,DL,1683,N502DA,161.0,164.0,148.0,-8.0,-5.0,MSP,SLC,991,4,9,0,,0,,,,,,N
2000,10,20,5,1218.0,1220,1312.0,1345,CO,1545,N24736,234.0,265.0,217.0,-33.0,-2.0,CLE,PHX,1737,4,13,0,,0,,,,,,N
2000,4,11,2,726.0,730,846.0,853,AA,2716,NR03AA,80.0,83.0,66.0,-7.0,-4.0,SNA,SFO,372,3,11,0,,0,,,,,,N
2000,1,26,3,749.0,750,1522.0,1531,UA,216,N562UA,273.0,281.0,251.0,-9.0,-1.0,SEA,IAD,2306,9,13,0,,0,,,,,,N
2000,5,2,2,1444.0,1445,1557.0,1604,UA,719,N980UA,73.0,79.0,55.0,-7.0,-1.0,ORD,MSP,334,4,14,0,,0,,,,,,N
2000,12,7,4,2110.0,2110,2337.0,2345,WN,1583,N753,87.0,95.0,78.0,-8.0,0.0,ELP,HOU,677,4,5,0,,0,,,,,,N
2000,6,1,4,847.0,850,1135.0,1144,AA,1721,N2ARAA,168.0,174.0,121.0,-9.0,-3.0,ORD,IAH,925,6,41,0,,0,,,,,,N
2000,2,14,1,954.0,1000,1132.0,1135,US,123,N102UW,98.0,95.0,80.0,-3.0,-6.0,TPA,CLT,508,7,11,0,,0,,,,,,N
2000,8,19,6,730.0,735,946.0,957,DL,1152,N903DL,136.0,142.0,120.0,-11.0,-5.0,RSW,CVG,879,4,12,0,,0,,,,,,N
2000,7,24,1,1200.0,1205,1505.0,1519,US,2848,N246US,185.0,194.0,163.0,-14.0,-5.0,PBI,BOS,1197,12,10,0,,0,,,,,,N
2000,10,31,2,728.0,730,826.0,837,DL,1276,N501DA,58.0,67.0,42.0,-11.0,-2.0,DFW,LIT,304,5,11,0,,0,,,,,,N
2000,11,5,7,800.0,800,911.0,915,WN,530,N528,71.0,75.0,57.0,-4.0,0.0,LAX,OAK,337,5,9,0,,0,,,,,,N
2000,11,24,5,1105.0,1105,1249.0,1300,WN,478,N505,104.0,115.0,95.0,-11.0,0.0,RNO,SEA,564,4,5,0,,0,,,,,,N
2000,10,31,2,1700.0,1700,2014.0,2014,UA,546,N569UA,134.0,134.0,110.0,0.0,0.0,ORD,PVD,849,3,21,0,,0,,,,,,N
2000,1,13,4,1018.0,1020,1526.0,1538,UA,1028,N811UA,188.0,198.0,174.0,-12.0,-2.0,DEN,MCO,1545,4,10,0,,0,,,,,,N
2000,3,30,4,1825.0,1825,1826.0,1830,WN,432,N602,61.0,65.0,54.0,-4.0,0.0,MAF,ABQ,332,3,4,0,,0,,,,,,N
2000,2,15,2,1657.0,1700,1922.0,1935,AA,2245,N463AA,145.0,155.0,121.0,-13.0,-3.0,ORD,DFW,802,14,10,0,,0,,,,,,N
2000,12,18,1,1950.0,1950,2058.0,2100,WN,795,N642,68.0,70.0,59.0,-2.0,0.0,SNA,SJC,342,3,6,0,,0,,,,,,N
2000,4,8,6,1853.0,1857,2049.0,2110,UA,403,N516UA,236.0,253.0,216.0,-21.0,-4.0,LGA,DEN,1619,6,14,0,,0,,,,,,N
2000,6,30,5,1810.0,1810,1908.0,1915,TW,163,N913TW,58.0,65.0,37.0,-7.0,0.0,IND,STL,229,5,16,0,,0,,,,,,N
2000,10,3,2,2145.0,2145,2324.0,2325,WN,2082,N521,99.0,100.0,81.0,-1.0,0.0,SJC,PHX,621,4,14,0,,0,,,,,,N
2000,11,23,4,745.0,745,1101.0,1107,AA,269,N5CWAA,376.0,382.0,347.0,-6.0,0.0,BOS,SJC,2689,6,23,0,,0,,,,,,N
2000,4,29,6,947.0,950,1517.0,1529,NW,350,N361NW,210.0,219.0,189.0,-12.0,-3.0,SFO,MSP,1589,3,18,0,,0,,,,,,N
2000,1,3,1,,945,,1054,US,2056,UNKNOW,,69.0,,,,PHL,BUF,279,0,0,1,,0,,,,,,N
2000,6,1,4,1717.0,1720,1759.0,1809,DL,474,N912DL,42.0,49.0,26.0,-10.0,-3.0,CMH,CVG,116,6,10,0,,0,,,,,,N
2000,12,12,2,1646.0,1650,1822.0,1834,CO,1897,N16650,96.0,104.0,85.0,-12.0,-4.0,BDL,CLE,475,3,8,0,,0,,,,,,N
2000,3,4,6,808.0,808,937.0,957,AA,2443,N502AA,209.0,229.0,189.0,-20.0,0.0,DFW,SJC,1438,5,15,0,,0,,,,,,N
2000,5,30,2,1357.0,1400,1521.0,1525,CO,735,N23721,84.0,85.0,40.0,-4.0,-3.0,DCA,EWR,199,5,39,0,,0,,,,,,N
2000,9,21,4,640.0,645,759.0,804,AA,2810,NR52AA,79.0,79.0,50.0,-5.0,-5.0,LAX,PHX,370,3,26,0,,0,,,,,,N
2000,7,18,2,1705.0,1710,1751.0,1755,US,455,N853US,46.0,45.0,32.0,-4.0,-5.0,RDU,CLT,130,5,9,0,,0,,,,,,N
2000,1,26,3,1805.0,1805,1850.0,1855,WN,1495,N395,45.0,50.0,33.0,-5.0,0.0,MCO,FLL,178,2,10,0,,0,,,,,,N
2000,4,12,3,1940.0,1940,2103.0,2113,DL,965,N517DA,143.0,153.0,123.0,-10.0,0.0,ATL,SAT,874,5,15,0,,0,,,,,,N
2000,5,17,3,1930.0,1930,2042.0,2045,WN,1347,N678,72.0,75.0,60.0,-3.0,0.0,BWI,MHT,377,2,10,0,,0,,,,,,N
2000,12,27,3,1628.0,1630,1741.0,1747,CO,167,N24702,73.0,77.0,49.0,-6.0,-2.0,DCA,EWR,199,8,16,0,,0,,,,,,N
2000,6,13,2,,2000,,2055,WN,1854,UNKNOW,,55.0,,,,TPA,FLL,197,0,0,1,,0,,,,,,N
2000,2,18,5,705.0,705,1008.0,1025,WN,212,N619,123.0,140.0,114.0,-17.0,0.0,MCI,BWI,967,4,5,0,,0,,,,,,N
2000,3,31,5,741.0,745,1131.0,1149,NW,100,N518US,170.0,184.0,149.0,-18.0,-4.0,PHX,MSP,1276,6,15,0,,0,,,,,,N
2000,4,20,4,1200.0,1200,1251.0,1255,WN,1094,N384,51.0,55.0,40.0,-4.0,0.0,SEA,GEG,224,2,9,0,,0,,,,,,N
2000,2,24,4,915.0,915,1000.0,1005,WN,711,N706,45.0,50.0,36.0,-5.0,0.0,HOU,SAT,192,2,7,0,,0,,,,,,N
2000,5,12,5,725.0,725,1120.0,1130,WN,687,N368,115.0,125.0,107.0,-10.0,0.0,PHX,AUS,872,3,5,0,,0,,,,,,N
2000,4,19,3,741.0,747,842.0,844,US,1963,N886US,61.0,57.0,45.0,-2.0,-6.0,PIT,ABE,253,6,10,0,,0,,,,,,N
2000,1,7,5,1016.0,1020,1140.0,1153,DL,1278,N937DL,84.0,93.0,62.0,-13.0,-4.0,ATL,RIC,481,3,19,0,,0,,,,,,N
2000,3,9,4,1419.0,1420,1923.0,1937,AA,2004,N472AA,184.0,197.0,166.0,-14.0,-1.0,SMF,DFW,1431,9,9,0,,0,,,,,,N
2000,11,20,1,,1440,,1608,US,816,UNKNOW,,88.0,,,,LGA,BUF,292,0,0,1,,0,,,,,,N
2000,2,7,1,1230.0,1230,1435.0,1435,WN,270,N606,125.0,125.0,116.0,0.0,0.0,IND,MCO,828,3,6,0,,0,,,,,,N
2000,5,7,7,1125.0,1130,1205.0,1217,US,456,N851US,40.0,47.0,30.0,-12.0,-5.0,PIT,CRW,164,2,8,0,,0,,,,,,N
2000,11,10,5,2109.0,2110,2116.0,2117,DL,689,N123DN,67.0,67.0,45.0,-1.0,-1.0,PHX,LAS,256,7,15,0,,0,,,,,,N
2000,10,30,1,913.0,915,1016.0,1044,AA,1513,N529AA,123.0,149.0,107.0,-28.0,-2.0,BDL,ORD,783,8,8,0,,0,,,,,,N
2000,10,6,5,500.0,505,710.0,713,US,521,N991VJ,70.0,68.0,55.0,-3.0,-5.0,IND,PIT,325,5,10,0,,0,,,,,,N
2000,11,14,2,810.0,810,932.0,940,WN,202,N522,82.0,90.0,70.0,-8.0,0.0,SAN,SFO,447,4,8,0,,0,,,,,,N
2000,7,30,7,813.0,815,927.0,945,WN,202,N509,74.0,90.0,60.0,-18.0,-2.0,SAN,SFO,447,4,10,0,,0,,,,,,N
2000,2,14,1,608.0,615,1200.0,1211,TW,292,N9625W,232.0,236.0,201.0,-11.0,-7.0,SFO,STL,1736,5,26,0,,0,,,,,,N
2000,8,3,4,,1733,,1900,CO,1792,UNKNOW,,87.0,,,,BUF,EWR,282,0,0,1,,0,,,,,,N
2000,7,24,1,2025.0,2026,2119.0,2127,AA,1922,N475AA,54.0,61.0,37.0,-8.0,-1.0,AUS,DFW,190,12,5,0,,0,,,,,,N
2000,1,12,3,1713.0,1717,1836.0,1842,TW,577,N9618A,83.0,85.0,62.0,-6.0,-4.0,STL,OMA,342,3,18,0,,0,,,,,,N
2000,3,25,6,1025.0,1025,1255.0,1255,WN,333,N609,90.0,90.0,79.0,0.0,0.0,BNA,BWI,588,4,7,0,,0,,,,,,N
2000,6,7,3,754.0,755,824.0,830,NW,217,N912RW,90.0,95.0,73.0,-6.0,-1.0,AZO,MSP,426,4,13,0,,0,,,,,,N
2000,5,17,3,1152.0,1155,1159.0,1207,US,501,N960VJ,67.0,72.0,55.0,-8.0,-3.0,PIT,SBN,328,3,9,0,,0,,,,,,N
2000,12,11,1,,1535,,1525,WN,1796,UNKNOW,,50.0,,,,IND,MDW,162,0,0,1,,0,,,,,,N
2000,2,4,5,1220.0,1221,1326.0,1337,US,954,N236US,66.0,76.0,52.0,-11.0,-1.0,CLT,IAD,321,5,9,0,,0,,,,,,N
2000,2,7,1,609.0,610,1209.0,1216,AA,670,N3ASAA,240.0,246.0,222.0,-7.0,-1.0,SFO,ORD,1846,3,15,0,,0,,,,,,N
2000,4,5,3,908.0,909,1131.0,1140,US,1688,N238US,83.0,91.0,71.0,-9.0,-1.0,MEM,CLT,512,5,7,0,,0,,,,,,N
2000,3,28,2,1220.0,1220,1515.0,1530,WN,1066,N742,115.0,130.0,100.0,-15.0,0.0,BNA,ISP,803,8,7,0,,0,,,,,,N
2000,1,25,2,702.0,705,814.0,830,NW,1552,N1798U,72.0,85.0,52.0,-16.0,-3.0,DTW,SYR,374,6,14,0,,0,,,,,,N
2000,6,9,5,,1700,,1930,AS,475,UNKNOW,,150.0,,,,LAX,SEA,954,0,0,1,,0,,,,,,N
2000,12,6,3,1404.0,1405,1644.0,1700,UA,1606,N7466U,100.0,115.0,84.0,-16.0,-1.0,ORD,RIC,642,5,11,0,,0,,,,,,N
2000,7,7,5,627.0,635,715.0,719,US,2351,N882US,48.0,44.0,27.0,-4.0,-8.0,GSO,CLT,83,4,17,0,,0,,,,,,N
2000,9,30,6,1025.0,1025,1205.0,1220,WN,1599,N655,280.0,295.0,271.0,-15.0,0.0,BWI,PHX,1999,2,7,0,,0,,,,,,N
2000,11,10,5,1315.0,1317,1630.0,1637,HP,544,N184AW,135.0,140.0,114.0,-7.0,-2.0,PHX,DFW,868,10,11,0,,0,,,,,,N
2000,10,13,5,1334.0,1335,1612.0,1617,NW,1520,N776NC,98.0,102.0,69.0,-5.0,-1.0,STL,DTW,440,14,15,0,,0,,,,,,N
2000,10,13,5,1021.0,1023,1030.0,1035,AA,1875,N3AAAA,69.0,72.0,38.0,-5.0,-2.0,DTW,ORD,235,18,13,0,,0,,,,,,N
2000,11,7,2,1017.0,1019,1123.0,1127,UA,890,N384UA,66.0,68.0,46.0,-4.0,-2.0,LAX,LAS,236,6,14,0,,0,,,,,,N
2000,11,6,1,1838.0,1840,1910.0,1912,NW,1545,N306NB,92.0,92.0,76.0,-2.0,-2.0,GRR,MSP,408,9,7,0,,0,,,,,,N
2000,10,21,6,1719.0,1720,2013.0,2040,DL,2473,N319DL,174.0,200.0,148.0,-27.0,-1.0,BOS,MCO,1121,4,22,0,,0,,,,,,N
2000,3,19,7,709.0,710,920.0,926,NW,1284,N308US,71.0,76.0,55.0,-6.0,-1.0,MSP,GRR,408,4,12,0,,0,,,,,,N
2000,1,8,6,1204.0,1205,1642.0,1703,CO,743,N12216,218.0,238.0,186.0,-21.0,-1.0,EWR,SJU,1608,8,24,0,,0,,,,,,N
2000,11,30,4,1645.0,1645,1916.0,1925,WN,1265,N655,91.0,100.0,80.0,-9.0,0.0,SAN,ABQ,628,2,9,0,,0,,,,,,N
2000,2,6,7,158.0,200,706.0,707,DL,434,N138DL,188.0,187.0,166.0,-1.0,-2.0,LAS,MSY,1501,8,14,0,,0,,,,,,N
2000,4,6,4,844.0,845,1119.0,1122,US,2604,N256AU,155.0,157.0,132.0,-3.0,-1.0,ATL,BOS,946,8,15,0,,0,,,,,,N
2000,6,2,5,827.0,831,943.0,946,HP,2522,N167AW,196.0,195.0,173.0,-3.0,-4.0,STL,PHX,1262,6,17,0,,0,,,,,,N
2000,10,10,2,1520.0,1520,1626.0,1629,AA,1969,N293AA,66.0,69.0,45.0,-3.0,0.0,SAT,DFW,247,13,8,0,,0,,,,,,N
2000,11,16,4,2049.0,2050,1.0,18,NW,988,N542US,132.0,148.0,113.0,-17.0,-1.0,MEM,EWR,946,6,13,0,,0,,,,,,N
2000,10,31,2,1304.0,1309,1511.0,1518,TW,482,N920TW,67.0,69.0,41.0,-7.0,-5.0,STL,IND,229,8,18,0,,0,,,,,,N
2000,9,12,2,724.0,725,958.0,1028,AA,1643,N205AA,214.0,243.0,193.0,-30.0,-1.0,LGA,HOU,1428,6,15,0,,0,,,,,,N
2000,9,30,6,900.0,900,1111.0,1147,UA,993,N595UA,311.0,347.0,283.0,-36.0,0.0,SFO,LIH,2447,4,24,0,,0,,,,,,N
2000,8,16,3,758.0,800,902.0,902,US,486,N853US,64.0,62.0,46.0,0.0,-2.0,PIT,SYR,279,4,14,0,,0,,,,,,N
2000,9,11,1,725.0,730,1014.0,1027,TW,293,N918TW,169.0,177.0,144.0,-13.0,-5.0,LGA,PBI,1035,2,23,0,,0,,,,,,N
2000,9,22,5,600.0,605,745.0,749,NW,791,N1798U,165.0,164.0,138.0,-4.0,-5.0,EWR,MEM,946,6,21,0,,0,,,,,,N
